label,message,clean_message
0,Me fine..absolutly fine,fineabsolutly fine
0,Cancel cheyyamo?and get some money back?,cancel cheyyamoand get money back
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi jess dont know work call u im home eve xxx
0,Quite lor. But dun tell him wait he get complacent...,quite lor dun tell wait get complacent
0,Like a personal sized or what,like personal sized
0,Tell them no need to investigate about me anywhere.,tell need investigate anywhere
0,If You mean the website. Yes.,mean website yes
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing another cat worm bad day end
0,Good evening! this is roger. How are you?,good evening roger
0,"No, but you told me you were going, before you got drunk!",told going got drunk
0,I might go 2 sch. Yar at e salon now v boring.,might go sch yar e salon v boring
0,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni
0,Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time way
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",forget tell want need crave love sweet arabian steed mmmmmm yummy
0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday
0,No. Thank you. You've been wonderful,thank youve wonderful
0,How many licks does it take to get to the center of a tootsie pop?,many lick take get center tootsie pop
0,So are you guys asking that i get that slippers again or its gone with last year,guy asking get slipper gone last year
0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thanks da thangam feel happy dear also miss da
0,Do you like shaking your booty on the dance floor?,like shaking booty dance floor
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call number available appointment ask connect call waheed fathima
0,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said pa
0,Shall i come to get pickle,shall come get pickle
0,I just saw ron burgundy captaining a party boat so yeah,saw ron burgundy captaining party boat yeah
0,Somebody set up a website where you can play hold em using eve online spacebucks,somebody set website play hold em using eve online spacebucks
0,What happen dear. Why you silent. I am tensed,happen dear silent tensed
0,Dunno lei shd b driving lor cos i go sch 1 hr oni.,dunno lei shd b driving lor co go sch hr oni
0,You will go to walmart. I.ll stay.,go walmart ill stay
0,Me i'm not workin. Once i get job...,im workin get job
0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",boy sweet word left morning sigh go day love start studying
0,i want to grasp your pretty booty :),want grasp pretty booty
0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry never hear unless book one kinda jokethet really looking skinny white girl one lineyou much camera something like theyre casting look
0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",k make sense btw carlos difficult guy gon na smoke go pick second batch get gas
0,I to am looking forward to all the sex cuddling.. Only two more sleeps ,looking forward sex cuddling two sleep
0,Okay... I booked all already... Including the one at bugis.,okay booked already including one bugis
0,Goodmorning sleeping ga.,goodmorning sleeping ga
0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact ive settled room let know ok
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer need buy early co buy got ta park car
0,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelve aah speak tomo
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi im sue year old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss
0,I send the print  outs da.,send print out da
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pic pretty
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call immediately urgent message waiting
0,Shb b ok lor... Thanx...,shb b ok lor thanx
0,"Sorry sir, i will call you tomorrow.  senthil.hsbc",sorry sir call tomorrow senthilhsbc
0,Im just wondering what your doing right now?,im wondering right
0,Lol. Well quality aint bad at all so i aint complaining,lol well quality aint bad aint complaining
0,How come?,come
0,Can't take any major roles in community outreach. You rock mel,cant take major role community outreach rock mel
0,G.W.R,gwr
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool gentleman treat dignity respect
0,Mm have some kanji dont eat anything heavy ok,mm kanji dont eat anything heavy ok
0,Thanks for loving me so. You rock,thanks loving rock
0,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,dont cancer mom making big deal regular checkup aka pap smear
0,"Probably, want to pick up more?",probably want pick
0,He telling not to tell any one. If so treat for me hi hi hi,telling tell one treat hi hi hi
0,did u get that message,u get message
0,"No my blankets are sufficient, thx",blanket sufficient thx
0,S:)but he had some luck.2 catches put down:),sbut luck catch put
0,Probably a couple hours tops,probably couple hour top
0,I'm fine. Hope you are also,im fine hope also
0,So wat's da decision?,wats da decision
0,Then u drive lor.,u drive lor
0,Dear where you. Call me,dear call
0,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin come mind help buy hanger lor ur laptop heavy
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,dont run away frm u walk slowly amp kill u dont care enough stop
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded hi mailbox messaging sm alert message match please call back retrieve message match
0,Shhhhh nobody is supposed to know!,shhhhh nobody supposed know
0,There are many company. Tell me the language.,many company tell language
0,Dont kick coco when he's down,dont kick coco he
0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks advice enjoy night ima try get sleep
0,They will pick up and drop in car.so no problem..,pick drop carso problem
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins
0,ELLO BABE U OK?,ello babe u ok
0,What * u wearing?,u wearing
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice people spend time earning money money spent spending time good morning keep smiling
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party place usf charge contribute way greatly appreciated yeah got room one
0,Bugis oso near wat... ,bugis oso near wat
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey really pretty late want go lesson first join im reaching tp mrt
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,wan early lei outside wun b home early neva mind
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man let know missed thought great day send bimbo ugos number ill appreciate safe
0,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",hello per request ltgt r transfered
0,We still on for tonight?,still tonight
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,valued vodafone customer computer picked win prize collect easy call
0,I thank you so much for all you do with selflessness. I love you plenty.,thank much selflessness love plenty
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nosy guess idk reacting im freaked
0,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey going quit soon xuhui working till end month
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmmbad newshype park plaza studio takenonly left bedrm
0,So what about you. What do you remember,remember
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",jus hope true missin co im really missin havent done anything feel guilty yet
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im home wan na something xx
0,Then cant get da laptop? My matric card wif ü lei... ,cant get da laptop matric card wif lei
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",cant speak bcaz mobile problem listen cannt listen voice call later
0,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess
0,Yo! Howz u? girls never rang after india. L,yo howz u girl never rang india l
0,Mm so you asked me not to call radio,mm asked call radio
0,K..give back my thanks.,kgive back thanks
0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet depends wan lor
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply over
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha popped loo helloed hello
0,Still work going on:)it is very small house.,still work going onit small house
0,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle aka egbon
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx
0,Do you think i can move  &lt;#&gt;  in a week,think move ltgt week
0,You still around? I could use a half-8th,still around could use halfth
0,K..k...from tomorrow onwards started ah?,kkfrom tomorrow onwards started ah
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",know wot people wear shirt jumper hat belt know r cribbs
0,"Sorry, I'll call later in meeting.",sorry ill call later meeting
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
0,Yeah confirmed for you staying at  that weekend,yeah confirmed staying weekend
0,"It wont b until 2.15 as trying 2 sort house out, is that ok?",wont b trying sort house ok
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd best way avoid missunderstding wit beloved one
0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,babe hope ok shit night sleep fell asleep im knackered im dreading work tonight thou upto tonight x
0,Yes princess! I want to make you happy...,yes princess want make happy
0,"That's good, because I need drugs",thats good need drug
0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin ltgt min il reply u
0,You sure your neighbors didnt pick it up,sure neighbor didnt pick
0,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ard rest ard leastwhich price bedrm
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult single uk txt chat pmsg
0,You do what all you like,like
0,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bus
0,Great! I shoot big loads so get ready!,great shoot big load get ready
0,Should I tell my friend not to come round til like  &lt;#&gt; ish?,tell friend come round til like ltgt ish
0,Wait  &lt;#&gt;  min..,wait ltgt min
0,"Aight, let me know when you're gonna be around usf",aight let know youre gon na around usf
0,"I guess you could be as good an excuse as any, lol.",guess could good excuse lol
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,hey gorgeous man work mobile number good one babe squishy mwahs
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),girl many local u r virgin r ready fil ur every sexual need u fil text cute p
0,Then mum's repent how?,mum repent
0,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",response one powerful weapon occupy place others heart always give response care u gud nightswt dreamstake care
1,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,today voda number ending selected receive reward match please call quoting claim code standard rate apply
0,Moji just informed me that you saved our lives. Thanks.,moji informed saved life thanks
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texas atm would go gre site pay test result sent
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,would im still cozy exhausted last nightnobody went school work everything closed
0,Its normally hot mail. Com you see!,normally hot mail com see
0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept thinkthis time ltgt pm dangerous
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,"Didn't try, g and I decided not to head out",didnt try g decided head
0,:-( sad puppy noise,sad puppy noise
0,I havent lei.. Next mon can?,havent lei next mon
1,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,freeringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join wk
0,When/where do I pick you up,whenwhere pick
0,After completed degree. There is no use in joining finance.,completed degree use joining finance
0,Haven't left yet so probably gonna be here til dinner,havent left yet probably gon na til dinner
0,Yeah my usual guy's out of town but there're definitely people around I know,yeah usual guy town therere definitely people around know
0,How come u got nothing to do?,come u got nothing
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact reply offer min textand new video phone call reply free delivery tomorrow
0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miserable dont tell u side effect birth control massive gut wrenching cramp first month didnt sleep last night
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still
0,"Sorry my roommates took forever, it ok if I come by now?",sorry roommate took forever ok come
0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also ive sorta blown couple time recently id rather text blue looking weed
0,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx
0,Yeah whatever lol,yeah whatever lol
0,Lol wtf random. Btw is that your lunch break,lol wtf random btw lunch break
0,Oh ok no prob..,oh ok prob
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",living simple loving also simple laughing simple winning tooo simple simple difficult
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot u take shopping
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss girl friend make load money ebay something give thanks god
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",peteis phone still jenny college leannewhat
0,Lol well don't do it without me. We could have a big sale together.,lol well dont without could big sale together
0,So i'm doing a list of buyers.,im list buyer
0,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,pls ask macho much budget bb bold co saw new one ltgt dollar
0,Just now saw your message.it k da:),saw messageit k da
0,thanks for the temales it was wonderful. Thank. Have a great week.,thanks temales wonderful thank great week
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
1,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",freemsg hey darling week word back id like fun still tb ok xxx std chgs send rcv
0,"Sorry, was in the bathroom, sup",sorry bathroom sup
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt
0,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure theyll understand wine good idea slurp
0,TELL HER I SAID EAT SHIT.,tell said eat shit
0,So gd got free ice cream... I oso wan...,gd got free ice cream oso wan
0,Am okay. Will soon be over. All the best,okay soon best
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey happened u switch ur cell whole day isnt good u care give call tomorrow
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt failed due network error query
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladief inviting friend reply yes see stop send stop frnd
0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always putting business put picture as facebook one open people ive ever met would think picture room would hurt make feel violated
0,And pls pls drink plenty plenty water,pls pls drink plenty plenty water
0,Ugh fuck it I'm resubbing to eve,ugh fuck im resubbing eve
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,Free any day but i finish at 6 on mon n thurs...,free day finish mon n thurs
0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",grandma oh dear u still ill felt shit morning think hungover another night leave sat
0,I borrow ur bag ok.,borrow ur bag ok
0,If we win its really no 1 side for long time.,win really side long time
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think could stop like hour roommate looking stock trip
0,Alright took the morphine. Back in yo.,alright took morphine back yo
0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),thats cool sometimes slow gentle sonetimes rough hard
0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,guy bitching acted like id interested buying something else next week gave u free
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,hows scotland hope showing jjc tendency take care live dream
0,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah straight bring bud drink something thats actually little useful straight cash
0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",truekdo u knw dis ltgt
1,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance next question complete landmark big bob b barry c ben text b c good luck
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,catch bus frying egg make tea eating mom left dinner feel love
0,Yup no more already... Thanx 4 printing n handing it up.,yup already thanx printing n handing
0,Ok how you dear. Did you call chechi,ok dear call chechi
0,"Cool, text me when you head out",cool text head
0,So u workin overtime nigpun?,u workin overtime nigpun
0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe got enough money pick bread milk ill give back get home
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,free msg single find partner area real people waiting chat nowsend chat cncl send stopcs per msg
0,Ü still attending da talks?,still attending da talk
0,3 pa but not selected.,pa selected
0,"Why is that, princess? I bet the brothas are all chasing you!",princess bet brothas chasing
0,Yun buying... But school got offer 2000 plus only...,yun buying school got offer plus
1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,specially selected receive pound award call line close cost ppm tc apply ag promo
0,I'm in town now so i'll jus take mrt down later.,im town ill jus take mrt later
0,I reach home safe n sound liao...,reach home safe n sound liao
0,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
0,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing well work
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaave must summon time dont wish come anymore
0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist themed mu
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,know grumpy old people mom like better lying always one play joke
0,What about this one then.,one
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money
0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
0,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
0,Meet after lunch la...,meet lunch la
0,We will meet soon princess! Ttyl!,meet soon princess ttyl
0,"Goodmorning, today i am late for 1hr.",goodmorning today late hr
0,I'm gonna rip out my uterus.,im gon na rip uterus
1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max
0,I'll let you know when it kicks in,ill let know kick
0,Send me your id and password,send id password
0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help u swoop picking u wherever ur bird r meeting u want
0,"Call me da, i am waiting for your call.",call da waiting call
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
0,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,shall bring u bottle wine keep u amused joking ill bring one anyway
0,Well good morning mr . Hows london treatin' ya treacle?,well good morning mr hows london treatin ya treacle
0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
0,Long after I quit. I get on only like 5 minutes a day as it is.,long quit get like minute day
0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfered ltgt ltgt pa
0,And whenever you and i see we can still hook up too.,whenever see still hook
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx
0,I am literally in bed and have been up for like  &lt;#&gt;  hours,literally bed like ltgt hour
0,Where's my boytoy? I miss you ... What happened?,wheres boytoy miss happened
1,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,widelivecomindex wmlidadafirsttruec c ringtone
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions
0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,let know detail fri u find co im tom fri mentionned chinese thanks
0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,eat shit wait ur monkey face bitch u asshole
0,Why tired what special there you had,tired special
0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regarding really try see anyone else th guy commit random dude
0,Now only i reached home. . . I am very tired now. . I will come tomorro,reached home tired come tomorro
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,ssi thinl role like sachinjust standing others hit
0,Yup... How ü noe leh...,yup noe leh
0,Went fast asleep dear.take care.,went fast asleep deartake care
0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescribed morphine cause pain med arent enough waiting mom bring med kick fast im gon na try later
1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,xmas reward waiting computer randomly picked loyal mobile customer receive reward call
0,Not a drop in the tank,drop tank
0,I'm now but have to wait till 2 for the bus to pick me.,im wait till bus pick
0,I will treasure every moment we spend together...,treasure every moment spend together
0,Hey whats up? U sleeping all morning?,hey whats u sleeping morning
0,&lt;#&gt;  w jetton ave if you forgot,ltgt w jetton ave forgot
0,But you dint in touch with me.,dint touch
0,"Just making dinner, you ?",making dinner
0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,gift trying get throw cliff something
0,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also teluguthts gudk gud nyt
